S21_norm_1,S21_norm_2,S21_norm_3,S21_norm_4,S21_norm_5,S21_norm_6
0.0871089668004226,0.0648108131447184,0.116434978299424,0.0828378695906939,0.0506651083379878,0.0888829953295203
0.0854650997131408,0.0478345937546701,0.107464458230249,0.0761816367805175,0.0788859890509011,0.0603428250444603
0.0867769267376249,0.0680330956647601,0.104749690730976,0.0789158856517772,0.104196911342482,0.0131808329968782
0.0773218138007655,0.0891386555986608,0.0523270514600562,0.0616297752180108,0.0969932249336088,0.0517053356885645
0.0793707827945057,0.0625661588168758,0.0356295737474253,0.0846163433315715,0.104769307458727,0.0934749858297998
0.0651464336695104,0.0600688784567123,0.072169165555496,0.0934811601134743,0.0998136406943771,0.0878688173373618
0.0550831024810004,0.0891395915683999,0.0850029802694993,0.0337075294394384,0.0984446373804876,0.0839473094190217
0.0610471381673169,0.0462590407940402,0.0987584161888193,0.0125362471112484,0.0840252156070216,0.0946504690076947
0.0831580106332429,0.0298655503137216,0.0686453089365266,0.0194846592071935,0.0223562274837693,0.103432255495003
0.0818498457414733,0.0688312672589895,0.0212407534705746,0.0131446167304241,0.00512936408401085,0.0687435470446781
0.0882638760301095,0.0760426742562242,0.0679190994216258,0.0746029777075659,0.0546864943168853,0.0116757396870147
0.0616261397175311,0.0788178908304024,0.0790474360458546,0.0897969369459715,0.0442230071172283,0.0441855361475937
0.0689630303202121,0.0864624529232537,0.00660771462492894,0.0314486226196548,0.0638014685825342,0.0920046326447836
0.0825548235090597,0.0899563538615715,0.0375267799896249,0.0626629927079515,0.0896496035737434,0.0862896227268395
0.0277613165134952,0.0932647416977331,0.110496378350538,0.101905700927064,0.052418618272887,0.0852668380799801
0.034166702332119,0.0458622676221557,0.101752211690902,0.0647697071788931,0.0639791428396582,0.0932534467138671
0.0745958037164312,0.0192131890163458,0.0992971336199846,0.0611315561778913,0.0880300581916701,0.07112137229267
0.0799823101676451,0.0656372159262023,0.072946944602269,0.0685946352487294,0.0376853362620598,0.0725196696985222
0.0826042364706148,0.0852214447964192,0.020791361835688,0.0340939580022428,0.0215253304324439,0.0802485805822215
0.0937735575689705,0.0899478170375764,0.0847580249931062,0.0280906494599517,0.0704807716590762,0.019756813455821
0.0431101958127055,0.0864056590594621,0.11141984132485,0.0562628777392488,0.06576292242702,0.0222777169574686
0.0725445157546399,0.0321419925138271,0.056693885748237,0.0979364210169756,0.0739848911933108,0.076957541752502
0.0958406248455454,0.0466760894103971,0.0445310274792714,0.10306586775484,0.0946212180237178,0.0842325577429067
0.061743063923476,0.0931705811920464,0.0686664892799741,0.0481347587342861,0.0978074354874962,0.0887070411169979
0.0466422998556878,0.0435421195351099,0.0829400148177105,0.0476006985347123,0.0902047324598406,0.107322625093354
0.0637207102995938,0.015844280986869,0.0589502369445468,0.0653423824951748,0.0360399474424407,0.0945310358578312
0.0809590520487594,0.060585580551162,0.019113510280845,0.0466061043201772,0.0162302112557634,0.0917027670947364
0.0698336679329469,0.0720441822818928,0.0776747656135555,0.0756894714941689,0.0712127078632104,0.0664737590721613
0.0472970667989491,0.0766421589742201,0.102951019130032,0.075381496969451,0.0866058203747933,0.0412523637636021
0.0738133385498192,0.0792767714442846,0.0342460368780531,0.0106159670438337,0.0961992268731777,0.0676080028496972
0.0906551970324491,0.0638822063676027,0.0612502380660484,0.040098057938221,0.0879916250014701,0.0912680269989427
0.0654112179188051,0.0792249752689122,0.102898712890561,0.0760014600982066,0.0275236120883187,0.0989575204725627
0.0625511152289196,0.0890391912644528,0.0763678463343935,0.0290178365132273,0.0430172179824078,0.0776193009936346
0.0766314185538076,0.0669690228674107,0.0717157220288194,0.0405360086776598,0.0917194830437837,0.0450482401099001
0.093608394235546,0.0810304706452495,0.0488669200483289,0.0662775487549031,0.0450704092910196,0.0601734530529948
0.0837959162679641,0.098199267759047,0.00153143091970578,0.0352770018186624,0.00349768321870906,0.0768517496301724
0.0790400428462218,0.0972605798078668,0.0600672698402793,0.0348338050365354,0.0469054381239531,0.0243328770055766
0.0491010230420386,0.0814977203885484,0.113055516369697,0.0480318367614845,0.0653845060114972,0.00950796489402506
0.0204315550155655,0.0180324631905178,0.0578790640968007,0.0579950100765978,0.0778823098747281,0.0673075375329206
0.0470719805274804,0.0392304228370337,0.0633841116241615,0.10221086070104,0.0750953686122606,0.09141958819191
0.0673353357390791,0.0895403543112971,0.0957557801955586,0.106986554460806,0.0639574028028585,0.0940737626908928
0.0585564689000538,0.0418288191280073,0.109961160280464,0.0997256152867681,0.0772366831974797,0.0713677472730175
0.0888021607489604,0.0334987488983924,0.106230104649508,0.108506266942121,0.0868395112104726,0.0316392534413283
0.0904603864960935,0.075458490693525,0.060380186392604,0.0906671681298751,0.0637077226817901,0.066133292914776
0.0918485701356773,0.080051163557331,0.0428010538618575,0.0978287669994474,0.0889065851924116,0.0953156135517545
0.0622316142396559,0.0882447148007557,0.0578949033101614,0.0770524635493609,0.115144601494172,0.0635537384775731
0.0508925435319527,0.0888882193455419,0.0595217378638309,0.00883724854202195,0.112165673991686,0.0470961628077304
0.064028846049399,0.026589262339736,0.0884034383657745,0.0198153230705054,0.0752316328000545,0.0663180449785102
0.0763050496306993,0.039302024522072,0.0959062527224857,0.0548391360202058,0.009056881026862,0.0849724052942916
0.0718589622144917,0.0895208568916702,0.0519360439023249,0.0388778349359071,0.0282166059211385,0.0673437242843094
0.0957214103716491,0.0879375314823322,0.0467092876701746,0.0716063287975232,0.0866367057037668,0.0365020245942207
0.0858464752472245,0.0816787408359572,0.0428441512563507,0.0827590239351128,0.0381606984321932,0.0632428445158158
0.0827757827061998,0.0904987541751693,0.000796749267426,0.0399940100651223,0.0229607086661882,0.0902694441751275
0.0777983531252449,0.095752079329356,0.0550521328657046,0.0702889030695685,0.0787696627981193,0.0562299912764695
0.0201891625840121,0.0864971637510142,0.101373175631641,0.0850084258719543,0.0791231110351362,0.0576528068231227
0.0420288822485327,0.0302966209267318,0.058515026930925,0.0232608635337424,0.0959225601530416,0.0936202614374734
0.0868320452789889,0.0203604539240023,0.0756270868444288,0.0297127617574092,0.0885999050743608,0.0882530196966005
0.0827052866514472,0.0839398526317116,0.0915493639868802,0.0785908349725547,0.0161959746497814,0.071764779480476
0.0663449727906744,0.0853484968386862,0.0621676232026755,0.0732355554794662,0.0312593474619916,0.0470436568717991
0.0845390020278562,0.0737280542404497,0.0954655174018777,0.0765851414978265,0.09363947024326,0.00167631119117266
0.0711175783705084,0.0887837397734821,0.094339275661168,0.0892776358307256,0.0871683590108996,0.0406809153508482
0.086727020134356,0.0601682160450182,0.0319141731529305,0.103686695705563,0.0793081950422694,0.088032134304032
0.0785327226648755,0.0629235627616109,0.0196468865819235,0.0808384991067639,0.105361133992859,0.0663804059698896
0.0417765825425826,0.0899801333427545,0.0436499251918544,0.0156310777906684,0.106552354890238,0.0604109725420059
0.0387455851093739,0.0271790500212478,0.0761886422111375,0.0228538097828886,0.0805723569662926,0.0923596072432852
0.0611244476257248,0.0147943335328316,0.0942744453925287,0.0811186035197823,0.0162694148735974,0.100389679342826
0.0706118998348616,0.0840936422095244,0.0569121353741963,0.0885885603728694,0.0249700721271713,0.105852481380986
0.0864236773011911,0.0860470403040032,0.0905485467147598,0.102772236220862,0.0896325942621347,0.0598267238040229
0.0750726817020864,0.0899846376971238,0.0865972155119495,0.0756659254923056,0.0820959400121823,0.0402607385245819
0.0844181946984297,0.0973949655630267,0.0254416443722666,0.0141323902735948,0.0741268944845814,0.0611324483580704
0.0702352425971592,0.0912219779925433,0.0587938707568342,0.0641679868984279,0.0911680032890068,0.077038153575526
0.0526266437325115,0.0913835712180556,0.0959848962585909,0.0897970919612297,0.0606529504891144,0.0951970520330433
0.0662889358461217,0.0786363068512134,0.0400918116695698,0.0219397174395889,0.0740008155830676,0.100533691085329
0.0733090261389154,0.0409128284429994,0.0293019921867023,0.0108012673883657,0.0860421419051463,0.0718093591963478
0.078271299197249,0.0513418810101934,0.0353126053033106,0.0584486173571232,0.0285231079921982,0.0605471227338572
0.063530417158922,0.0850309340058438,0.0142772090757272,0.0661905688776111,0.0070317445992639,0.0611709013504553
0.0815531642014356,0.0939830672734726,0.0676980871421734,0.0735679734628059,0.0766612319945486,0.0122786497667978
0.061126597263188,0.0798503200508237,0.0959274330659333,0.07364227472371,0.09719330315977,0.0347327159825207
0.0413963636225145,0.0410950754007536,0.0323475413975568,0.0696671123925047,0.0990815514031103,0.086865146718159
0.0780925521066635,0.0566599908698189,0.0363620452769106,0.0896376628474353,0.10141935165885,0.0690347154311154
0.0443531339880169,0.0798696068772593,0.0653916398291878,0.0762675641857928,0.0970441047732739,0.0769346909577439
0.0609544913756599,0.0306585019267188,0.0696838824730534,0.0667458498501741,0.102368676583047,0.0925621082478229
0.0713268996772433,0.0164470669481321,0.0999504090826661,0.0963139171020234,0.0740633100769127,0.0700435089921232
0.0716580270768724,0.0826603858982864,0.0838973663415386,0.116297505156045,0.0329490832942972,0.0810863685462815
0.0803335764271936,0.0987603094699479,0.0760740841796213,0.110932108877679,0.0489465205731854,0.0920593598342966
0.0753017228472859,0.0950126300865679,0.0814402623247262,0.0606301307695348,0.0810453595977975,0.0429404630631818
0.0692652940296304,0.0778279234371434,0.0592102947267025,0.000393110536306194,0.0932863032206495,0.0239351840454705
0.079982241287406,0.040983833447329,0.0901881125223528,0.0528988997779617,0.0744818103612812,0.0630042017473035
0.0808429515356743,0.0559156082865312,0.0968415030183686,0.0854343588495274,0.0292855068717012,0.0948754609076761
0.0797070389019409,0.100518891313052,0.0303674555505626,0.0220734956074865,0.0513843433020997,0.0948535478193351
0.0773824226711912,0.0717336392220934,0.0136918948889774,0.0300173912160274,0.0787619219139867,0.0759136833137498
0.0701054463965246,0.04723211978332,0.0222889042058777,0.0797864268661973,0.0214330571633544,0.0808722706298476
0.0561323924739918,0.064379884877106,0.0160320465745795,0.0835909173980338,0.00951031180128015,0.0925780042694995
0.07189204481935,0.0851729557141249,0.0806995028347615,0.0965703368153158,0.0819846040671205,0.0456117538674544
0.0424812072989434,0.0757538827431733,0.0952634753430783,0.0739239292893112,0.0994209422477902,0.0440628006403481
0.0610963272680947,0.0393118619540169,0.0286059876833267,0.00610513724958704,0.103315453937681,0.0812705512380532
0.0954666568071795,0.0610594035319409,0.0714354047877139,0.0477285698053996,0.0807455084970469,0.0526601148294048
0.0661903710939184,0.099342621093169,0.107038641238504,0.105079834149142,0.028393972340007,0.0446868505872887
0.0502222153946651,0.0623106371281747,0.0566406586242689,0.0919975825047343,0.0624308445418294,0.0456616196045081
0.0758540447848722,0.0413255111505109,0.0572889613106627,0.0860245672073906,0.102479245428456,0.0234102751128244
0.0694203147478412,0.0896113963644289,0.0702889035880545,0.102452904788801,0.0691218554560233,0.0505711158105925
0.0696169276504543,0.0804465327746068,0.0358098829320786,0.111242775772673,0.0343824630753667,0.0855655868457293
0.0738818428176566,0.0693943778530011,0.031372693068272,0.0670937122484574,0.0607035274824957,0.0465731025766413
0.0459235116001533,0.0601532580786258,0.0498141418426821,0.00340911187754069,0.0859332303943453,0.0313372037240538
0.0465791998166131,0.0101352068175522,0.0867425310856895,0.0402368944987573,0.0736252296155047,0.065525129148515
0.0637219415338685,0.0485136398003603,0.101349969342299,0.102183904363494,0.0268187606586957,0.0861129051341305
0.0769203137568123,0.0964049396716589,0.0445643634980888,0.0765454575917062,0.0604767538556167,0.102069949426459
0.0871168621978343,0.0758562895322485,0.0454775125660264,0.0791178623746212,0.101336890942153,0.0911394515629765
0.0610934802182102,0.0652998885323701,0.0718617743101576,0.088303373091119,0.0491879572849691,0.0794499330744714
0.0650979735512635,0.0864746731781593,0.0545128629038407,0.0528692021179539,0.0371922908641368,0.0799443686573465
0.0752093056564261,0.0947537681558605,0.0848482716738826,0.0801581534555584,0.0955303958474278,0.0754705558768999
0.0625039293950969,0.0957910273701227,0.0751570673967933,0.0828986926828252,0.0915089000451527,0.0861093525342564
0.0705050436238715,0.0788338822633817,0.0104599586557847,0.0130177326621711,0.0744602234116139,0.088283254050733
0.0715524279302466,0.0412168275143731,0.0378553515784108,0.0288430037779783,0.0570546873603894,0.0539599305677534
0.0661405706810182,0.0529634856319222,0.0761162606896168,0.0899400405054595,0.00693100661014378,0.0310252244409261
0.0497044971672182,0.0671176646116587,0.0330997198552932,0.097024449935105,0.030735757853162,0.0329093114109648
0.0765631209266876,0.0821209436390514,0.0383014280291056,0.0982648004449022,0.0916760711937976,0.0187742334987913
0.0808732818009768,0.0946267687618914,0.0649765050976163,0.11187283936931,0.0723892091000048,0.0556819756831464
0.0615547281295999,0.0673027350781258,0.0328385570117402,0.102804030666206,0.0598611039684905,0.0876077188198233
0.0755187788308746,0.0551183785118517,0.0399798321146472,0.0943829328230894,0.0903573836267699,0.0454962374343496
0.0444517360503498,0.0530408571804145,0.0502771625681349,0.053071594934386,0.110373532851709,0.0628517576763303
0.0646423135492743,0.0135764711576694,0.0524410569608737,0.0326196976263954,0.113771998968679,0.097596949231183
0.0670130020499806,0.0298447542360818,0.100371253298123,0.0678453975532641,0.0755186395575938,0.0712214664778054
0.0652300887199493,0.086598652119783,0.096853842870638,0.0877371186700092,0.0349016514291382,0.0627557699986079
0.0704047941758191,0.0625683505460148,0.095420578238389,0.0899738664665562,0.0490535118388684,0.063570324774888
0.0895631037108504,0.0707023019663677,0.110405579139063,0.0618434433548084,0.058983214159472,0.0353622754818581
0.0843204392890363,0.0923622699256437,0.0930570360865449,0.0186026550223583,0.0771593109639464,0.0392675176382102
0.0892063385122104,0.0737271358201432,0.100147294188278,0.0655918836327292,0.0995055129045302,0.0697985244040494
0.0838527711653565,0.0754316498113204,0.0756171412918534,0.075536650925596,0.0653846141708843,0.0963359590372441
0.0839528426727911,0.0934244532340824,0.00773211459664316,0.00949336286074863,0.0549714077742872,0.0983234734786475
0.0692023547111137,0.0616724149626033,0.0214065126801639,0.0265155312618471,0.0513642589359173,0.0680868446700857
0.054756667547663,0.0259340425737158,0.0573261650443705,0.0921200690348707,0.00676414329975435,0.0586479790385903
0.0380313974798121,0.0412644995730827,0.0386769647272752,0.103595832288116,0.0269865325079364,0.0731464188903216
0.0489824313603045,0.072607489819537,0.0704760273179909,0.100946490984906,0.0906292297662241,0.0586747184329732
0.0691883088823485,0.0914121514440253,0.079818584724244,0.0727203173957269,0.0692252674779897,0.0702596102543508
0.0753115067112542,0.0702857739831782,0.0392340998483948,0.021867912740213,0.0667286493062679,0.0665322905098973
0.0887940615808412,0.077247187362983,0.0759085091469315,0.0734626691502454,0.0947712700373764,0.0262827777510434
0.0499279159628977,0.0961034462692741,0.0753766062610493,0.0992918091658139,0.06943981743014,0.0454616800708729
0.0607202784725047,0.0618439996650801,0.018376065975072,0.0507681253071952,0.0817819915833209,0.0693497243354258
0.0754448445041848,0.0321681216690426,0.0314513366043772,0.040014039668232,0.102966841257261,0.0456785461191438
0.0488289518374445,0.0839375692555357,0.0796867140641707,0.0653427904300651,0.0490768343307003,0.0361386542195227
0.0404632143227477,0.0565339157459671,0.0730519254350089,0.0851568489024108,0.0124965342384258,0.0611973427032183
0.0639810603834937,0.0335712709536741,0.0790542505911377,0.0576165280854548,0.0335933987469763,0.0400441944174947
0.0738913798607679,0.0501991828548888,0.0809997111810177,0.0169448239459133,0.0799029568557678,0.0337322183818838
0.0691486396046222,0.0283310883745735,0.0930504057181613,0.0716446909945992,0.0985740792069437,0.059337294476847
0.0863393678884804,0.0598686686797159,0.0704292463855068,0.0948947687298443,0.0680957074151808,0.0722704028709483
0.0809587880078427,0.090962260039512,0.00971569980472869,0.0333876187398326,0.0800549823622427,0.0959335480220618
0.0695322881865976,0.0610889587263888,0.0302742620393935,0.0519747967124561,0.0947604491066984,0.108477596822035
0.0419916122991365,0.0397762920884769,0.083783360840721,0.105294465012281,0.0432207090532286,0.102673042267612
0.0493380686450285,0.0574429822048429,0.0935012707682442,0.0777686748361143,0.0362080537537861,0.102152554754279
0.0804963203422182,0.0746766205722509,0.0945241892683099,0.070323365409094,0.0858388588331468,0.100339653338109
0.0792778949220117,0.0912715882885875,0.0736738908247679,0.045971235250533,0.055439242051081,0.0884818327150852
0.0786165011257429,0.082800194428122,0.0151139247303542,0.00122287457910031,0.027264315765745,0.0674167571338781
0.0841810199449914,0.0705467164966181,0.0629894205284394,0.0551971967907446,0.0387773517056332,0.0125702933327988
0.0593946581801323,0.0808528684373254,0.0867349798328082,0.100418859839202,0.0134294522156009,0.0291485702352461
0.0671934768865646,0.0799658479656784,0.0186324402192369,0.058583806979741,0.049165711395036,0.0561005934143353
0.0805111669037634,0.0726402780094585,0.0123923426857971,0.0612484540000318,0.0958027378560719,0.0461496754096908
0.0754299462824602,0.0966716188996245,0.0588275751294507,0.0956448712472769,0.0502090617703933,0.0537116239403038
0.0481560148610994,0.0564872557045378,0.0656726937778914,0.109511369559428,0.0315392273479187,0.0826980173586612
0.0464991265386096,0.0274255766507692,0.0798235575005317,0.102348856915702,0.0568137897815504,0.0488309576375113
0.068755574519954,0.0324183297795376,0.0644764648153552,0.0564007678908399,0.0813950039523709,0.0611107025666763
0.0723427454441209,0.0248012559479605,0.0604361761700653,0.0343021761289072,0.0927688138012502,0.0789884620194349
0.0761376017693433,0.0732214333200645,0.0926984436631333,0.0579502433017454,0.0852659468798257,0.0274328556925611
0.0686736673055833,0.0907659969349153,0.0715680121553854,0.0597966953127288,0.0735182816135766,0.0408902024256639
0.0871135588163654,0.0476208299658899,0.0602341341112658,0.0920734747117102,0.0853547340886707,0.0761164697071971
0.0846532714745841,0.0528620265122078,0.0882271810729112,0.0979254965206156,0.0738446583880069,0.0772370837040525
0.0663902184977613,0.0956743138935985,0.101844300140674,0.0497377796788815,0.0764313533612655,0.0781225780092791
0.0817270007049721,0.078861452422008,0.106593117318508,0.0504302491550243,0.0939574155774711,0.0917131577815863
0.0954353966586486,0.0644572369262287,0.0605660208842436,0.0441267250096271,0.0540378624726671,0.0982868213886919
0.0843985466102142,0.0793300612713655,0.00111740124953156,0.000837318996960927,0.0159192929537303,0.0774332583534524
0.0685557845163104,0.0525333821876423,0.0478458433172587,0.0446344244565952,0.0236101542017952,0.0335839019061739
0.0455477813756693,0.0402876923043422,0.0801782822090529,0.0936358082303554,0.0131444821825196,0.0278044264293745
0.0389598657933272,0.0576281989165817,0.0225380955509603,0.0637514690581211,0.0638526562604548,0.0797523342559203
0.075623531324561,0.0844864882083787,0.0325022499931735,0.072989342297127,0.092342580952702,0.0859445439536304
0.0590297622432635,0.094022699742111,0.0845401437209461,0.0954777566401507,0.0424639627496926,0.096336043388646
0.0448363776557729,0.0663398328098213,0.076677631879426,0.0690422050928795,0.0453221327925082,0.0818151056121875
0.0783384344703335,0.0558261900275224,0.092954449553499,0.0926380729171657,0.100823626394811,0.0325051571334778
0.0672066444922807,0.0771071994389475,0.0690683632747784,0.0897635678719517,0.0698580847558286,0.0529982050889717
0.0672776313187372,0.0580178041202145,0.00572384968401877,0.032743301898131,0.0584910240527021,0.0816917416869983
0.0778975722397201,0.0553292856429908,0.0488532909577626,0.0163798585990567,0.0758707599301357,0.0359900593841868
0.0354666102052214,0.0873501519729615,0.105534468499931,0.042882743879307,0.0374104050840885,0.0100187801132806
0.0397267496758431,0.0230878092955861,0.0788943850423338,0.0806471531671589,0.027242294514539,0.0473763078718041
0.0743621361151693,0.0350650006597404,0.0844342420037084,0.0893528508657838,0.053327652993408,0.060350350595361
0.0828287430000707,0.0787402521405472,0.0941342867719759,0.0606097829772108,0.0914197966780994,0.0761854916476084
0.0781212923864459,0.0489202465043158,0.093065876577723,0.0849962612535281,0.105849425369723,0.0799342633594062
0.0890276430818043,0.0456340704000243,0.0573611586552838,0.083332139821076,0.059288275214698,0.0719731625894353
0.0824932158751664,0.071943007852974,0.00266080366770768,0.0221834014256087,0.0470234233753333,0.0849628539038901
0.0579556294440213,0.0581120114243881,0.047857814815729,0.0466591440146032,0.0700140539199549,0.0882054328532531
0.0347908577491012,0.0476504124594551,0.0962806843592581,0.0912561690004633,0.0557546597836159,0.0776982946756
0.0540460387304569,0.0517854195201028,0.0713458948145357,0.0427440868101224,0.06504824513308,0.0874316802558991
0.0905899875360506,0.0508481160241616,0.0724209353771722,0.0276846808159058,0.0858629101528485,0.106275491008497
0.0814241888236507,0.0855285364678058,0.0885656982142725,0.0305993266543171,0.0232400444271988,0.0940833492277118
0.0785175489221944,0.0953435246383811,0.0550081145867137,0.0133711511336592,0.0189998203924516,0.0516295459540123
0.09032969485235,0.0873069569695037,0.0823451234321844,0.0689768702408624,0.0760288007625219,0.0122234277157273
0.0787230502456669,0.0955450701221926,0.07739444837245,0.0932282486402377,0.0414069826275748,0.0467996268604227
0.0892754139120307,0.0981707109323208,0.00977224211288861,0.0347600830431754,0.034148514321149,0.0772709465743207
0.0827845821567503,0.0870484499273223,0.0285056112730754,0.0309675694797157,0.064546252457861,0.0414774793789729
0.0583411004823241,0.0901611537901632,0.0943551148745288,0.0623521136868152,0.0447390488648315,0.0255120632100122
0.0276101014284971,0.0281284060775163,0.0842776916390963,0.0773551838726928,0.0397701151036657,0.0634218564666549
0.025788442963948,0.0124318523144628,0.0917348301247207,0.101531257491334,0.0491941356819562,0.0742061649156101
